14392-M4128723,6116,267,267,4,4,2,4,650000000,4.6567971,-74.133933,Venta,Casa,https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-paraiso-4-habitaciones-4-banos-2-garajes/14392-M4128723,"Esta hermosa propiedad contiene en el primer piso garaje para dos vehículos, sala de estar, sala comedor, sala de tv, cocina amplia empotrada doble salida, baño social, patio. Segundo piso contiene 4 Alcobas, habitación principal con vestir y baño , segunda habitación con baño y balcón las otras dos habitaciones tienen baño compartido, además cuenta con estudio.Zona fácil acceso, cercanía de centros comerciales,.",
14392-M4180407,6116,199,199,4,3,2,6,840000000,4.6894795652,-74.0637731552,Venta,Casa,https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ub-altos-de-parque-3-habitaciones-4-banos-2-garajes/14392-M4180407,"Venta de hermosa casa en conjunto residencial en la castellana, cuenta 199 mt2 distribuidos en antesala, sala, comedor, baño social, cocina cerrada, cuarto y baño de servicio, zona de labores, patio, garaje dobleSegundo nivel con star de alcobas con balcon, 3 habitaciones cu con baño AREA SOCIAL Piscina para niños y para adultos, cancha multiple, GyM, salon social",
11307-M3372394,5308,91.05,87.18,2,,2,6,745000000,4.682,-74.045,Venta,Oficina,https://www.metrocuadrado.com/inmueble/venta-oficina-bogota-chico-norte-et-ii-2-banos-2-garajes/11307-M3372394,"Venta de oficina 91 m2 en Chicó, en piso 4, área libre lista para diseño de oficinas cerradas o abiertas, sala de juntas, recepción, baños privados y cocina, 2 Parqueaderos Privados. El Edificio cuenta con recepción, ascensor, sala de reuniones, parqueaderos de visitantes, vigilancia 24 horas, CCTV, sistema de detección y extinción de incendios y planta de suplencia total. Hay otras opciones de Oficinas.",
304-1240,2722,300,2500,2,,0,2,1100000000,4.59806,-74.07583,Venta,Local Comercial,https://www.metrocuadrado.com/inmueble/venta-local-comercial-guasca-guasca-2-banos/304-1240,"Local situado en el municipio de guasca, en el que actualmente se encuentra habilitado un restaurante. 300 M2 areas construida 2500 M2 area lote  Ambiente natural ID 1240",
10858-M4428946,5015,83.3,83.3,2,3,1,4,428000000,4.72736291,-74.03966722,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-na-3-habitaciones-2-banos-1-garajes/10858-M4428946,"Rentahouse vende hermoso e iluminado apartamento interior completamente remodelado, con amplia sala comedor con chimenea, cocina abierta, zona de ropas independiente, comodas alcobasla principal con baño, parqueadero y deposito. Ubicado en sector residencial y tranquilo, cercano a parques, supermercados, farmacias y vias principales, ademas de tener facil acceso al transporte. CONTACTANOS.",
2671-M4501746,3383,118.94,118.94,3,2,2,6,1763000000,4.654,-74.052,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-bellavista-2-habitaciones-3-banos-2-garajes/2671-M4501746,"Moderno apartamento con vista verde para venta en Rosales El apartamento tiene 116,99 metros más 5,85 de terraza  se toma un tercio para el calculo del metraje . Al ingresar, encontramos el área social muy iluminada, que integra la sala, el comedor y la cocina abierta, con una amplia vista verde y terraza. Complementan esta zona, el baño social y la zona de lavandería. Continuando con el recorrido, al ingresar a la zona privada, nos recibe un estudio o family room, hoy adecuado como estar para las mascotas. Cuenta con dos habitaciones, la principal con balcón, walkin closet y baño en suite. Ambas habitaciones con vista verde. Complementan la propiedad dos parqueaderos en línea y un depósito. El edificio cuenta con un completo club house con piscina, gimnasio, sala de reuniones, salón común, zona infantil, zonas húmedas y terraza.",
15939-M4323935,6523,76.12,71.97,2,2,1,4,285000000,4.737,-74.055,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-mazuren-2-habitaciones-2-banos-1-garajes/15939-M4323935,"Te ofrecemos APARTAMENTO en venta, quinto nivel, edificio de seis nivele en conjunto cerrado, estrato cuatro, área construida 76.12m2 y privada 71.97m2.. El apartamento cuenta con muy buena iluminación, le llega sol mañana y tarde, es esquinero. Cuenta con una excelente ubicación en Mazurén rodeado de una amplia zona comercial, esta distribuido así  sala comedor amplia con chimenea, cocina y zona de lavandería, dos habitaciones y dos baños, cuarto para utensilios de aseo y parqueadero independiente. Vista a zona verde de parque reservado. El edificio cuenta con salón social, servicio de portería vigilancia 24 horas. Cerca de centro comercial Mazurén y Cedritos 151  almacenes de cadena como Éxito, Carulla, Colsubsidio, D1, cerca a Centro Comercial Parque Colina, y Olímpica  cerca a Colegio Betlemitas y Colegio Teresiano  estación de Transmilenio Mazurén y Calle 146. Excelentes vías de acceso por la Calle Ciento Cincuenta y Tres y la Autopista Norte.",
15939-M4527665,6523,186,186,2,,3,5,9500000,4.664,-74.055,Arriendo,Oficina,https://www.metrocuadrado.com/inmueble/arriendo-oficina-bogota-el-espartillal-2-banos-3-garajes/15939-M4527665,"Arriendo Oficina AMOBLADA, con área construida de aprox.186 m2, en edificio quinto piso, barrio Nogal. Cuenta con iluminación natural, buena ventilación, oficina privada, espacios amplios, módulos para 25 puestos de trabajo, sala de reuniones, espacio para bodega, recepción, cafetería, archivador, baños para hombre y mujer. Tres parqueadero cubiertos. El edificio cuenta con vigilancia 24 7, ascensor, citófono, circuito cerrado de TV, y plata de suplencia total, parqueadero para visitantes. El sector se caracteriza por contar con parques públicos, hoteles, restaurantes, zona bancaria y comercial, ubicado cerca a Centros Comerciales como Retiro, Andino y Atlantis. Excelentes vías de accesos sobre la Carrera Quince, Carrera Once, Calle Ochenta y Cinco y cerca de estación de Transporte público cercano y estaciones del SIPT.",
2368-723346,1978,490,490,5,,0,6,12000000,4.692614555358887,-74.05608367919922,Arriendo,Oficina,https://www.metrocuadrado.com/inmueble/arriendo-oficina-bogota-estoril-5-banos/2368-723346,"Expectacular Local Comercial segundo piso  de 490 m2, cuenta con espacios de area libre, 5 baños acometidas hidraulicas, Ubicado estrategicamente sobre la autopista norte, contemplando varia vias de acceso como la NQS, ,Autopista Norte, calle 106 Carrera 50,  estaciones de trasmilenio entre otras, al costado occidental de la paralela, vecindario de hospitales, oficinas, ips, residencial, droguerías, centros estéticos, instituciones educativas no formales entre otros, con alta afluencia peatonal.",
703-1988,3903,14.86,14.86,1,,0,3,1200000,4.562,-74.127,Arriendo,Consultorio,https://www.metrocuadrado.com/inmueble/arriendo-consultorio-bogota-el-tunal-oriental-1-banos/703-1988,"Consultorio ubicado dentro del centro comercial ciudad Tunal, espacio abierto con baño privado, sala de espera. iluminados. Vigilancia, fáciles vías de acceso. Mayor información Martha Rodriguez contacto tres catorce tres cero dos sesenta y dos cincuenta y uno. Mayor información  Martha E. Rodriguez, celular  Tres catorce tres cero dos sesenta y dos cincuenta y uno.",
2564-M2699214,2177,308.11,308.11,5,5,1,4,2000000000,4.630041599273682,-74.06587982177734,Venta,Casa,https://www.metrocuadrado.com/inmueble/venta-casa-bogota-sucre-5-habitaciones-5-banos-1-garajes/2564-M2699214,"CASA DE CONSERVACIÓN ARQUITECTÓNICA UBICADA MUY CERCA DE LA UNIVERSIDAD JAVERIANA, CON 308,11 M2 DE CONSTRUCCIÓN Y 400 M2 DE LOTE EN 3 PISOS CUENTA EN EL PRIMER PISO CON SALA COMEDOR INDEPENDIENTE, COCINA INTEGRAL A GAS, PARQUEADERO 5 ALCOBAS 4 BAÑOS Y UN GRAN JARDÍN INTERIOR. EN EL SEGUNDO PISO CUENTA CON 4 ALCOBAS Y 3 BAÑOS UNA DE ESTAS ALCOBAS CUENTA CON BAÑO PRIVADO Y ACCESO A UN GRAN ALTILLO. ESTA CASA ES IDEAL PARA USO EDUCATIVO, EMPRESARIAL, HOTELERO ENTRE OTROS.",
470-M4523652,3721,125.71,125.71,1,,2,6,8500000,4.65415,-74.05507,Arriendo,Oficina,https://www.metrocuadrado.com/inmueble/arriendo-oficina-bogota-emaus-1-banos-2-garajes/470-M4523652,"Confortable oficina ubicada en un de los edificios mas exclusivos del centro financiero de la calle 72, espacios amplios, magnifica iluminacion natural, una linda vista hacia la ciudad ubicada en el piso 8. Pisos en alfombra de alto trafico. Cuatro oficinas cerradas, baño interno, cafeteria, dos salas de juntas, recepcion. 2 parqueaderos.  Edificio con altos estandares de seguridad, parqueadero de visitantes. Recepcion, vigilancia las 24 horas, ascensores, baños por piso. ",
34-58373,3732,331,331,4,4,1,6,3000000000,4.70421,-74.05384,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-el-refugio-4-habitaciones-4-banos-1-garajes/34-58373,Lindo apartamento bien ubicado iluminacion natural dos terrazas tres sotanos dos chimeneas comodas vias de acceso,
MC4631179,,144,144,3,3,2,6,750000000,4.701519,-74.03341,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-barbara-central-3-habitaciones-3-banos-2-garajes/MC4631179,"Exelente  apartamento iluminado exterior calle cerrada , zonas verdes, zona social amplia,  comedor independiente 2 garajes 2 depositos.",
MC4472519,,95,95,3,3,2,6,650000000,4.6899576,-74.05352,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-bibiana-3-habitaciones-3-banos-2-garajes/MC4472519,"GRAN OPORTUNIDAD en el mejor sitio de Chicó Navarra, calle tranquila Espectacular apto en 3 piso lateral, no lo tapa nada. Linda zona social con chimenea y con ventanas piso techo, balcón amplio. baño social , 3 alcobas , la principal con vestier y baño, baño de alcobas para las otras 2 alcobas y baño social .Cocina abierta y zona de lavandería separada. muy ventilada. 2 garajes en linea amplios y muy buen depósito. Gym y  caldera",
MC4638405,,121.79,114.49,3,3,2,5,598000000,4.723602,-74.062904,Venta,Apartamento,https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-san-jose-del-prado-3-habitaciones-3-banos-2-garajes/MC4638405,"Amplio apartamento, muy iluminado, ideal para familias en crecimiento, zonas verdes y juegos para niños, gimnasio dotado, sauna, cerca al Centro Comercial San Rafael, sin deudas, listo para entrega.",
MC4658728,,127,127,2,3,1,4,4300000,4.6339364,-74.06999,Arriendo,Apartamento,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-palermo-3-habitaciones-2-banos-1-garajes/MC4658728,"Apartamento en arriendo en Palermo  a una cuadra clinica  Nueva, diferentes vías de acceso, total mente remodelado para estrenar ....  127 mts  tres habitaciones dos baños sala comedor con chimenea, a gas cocina integral, con horno de conversión, bifasico, conexión a gas lavandería..... chimenea a gas el edificio cuenta con sistema de hidro presión..... cuenta con parqueadero.",
MC2178392,,40,40,1,1,0,3,1050000,4.601201,-74.06981,Arriendo,Apartamento,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-veracruz-1-habitaciones-1-banos/MC2178392,"Aparta estudio.Ambientes independientes.Cerca de trasmilenio, cerca de la Universidad de los Andes.Administración incluida. ",
